w,DC,pitch,k
464.02914,0.39129806,493.37943,6344657.5
453.12326,0.54633504,442.02637,6353270.0
403.13574,0.4102441,520.0464,6377658.0
552.2314,0.4531102,389.91745,6345627.0
397.82336,0.42027128,520.18164,6345060.0
608.7299,0.41643655,379.54025,6349032.5
436.76474,0.5380756,475.21893,6398858.0
528.6344,0.39004254,468.30893,6392411.5
488.90982,0.5023967,419.12842,6350381.0
423.18228,0.7077988,476.50998,6358430.0
469.4661,0.41051865,486.87897,6386915.5
554.69635,0.47108844,339.7271,6354937.5
427.38922,0.38273278,513.20984,6348731.0
435.44778,0.38482082,509.0431,6348172.0
459.63846,0.4334985,483.66833,6367248.0
460.62982,0.41223818,487.8091,6349711.0
489.3161,0.5026038,418.15573,6347898.0
507.44476,0.38215598,479.06387,6357261.5
456.93475,0.52244645,457.7292,6389004.0
455.3096,0.7273125,465.14078,6357654.0
492.0848,0.5036884,412.51608,6352424.5
485.16248,0.35277092,501.00464,6404900.5
581.74335,0.646492,463.79678,6351070.0
447.6272,0.4032196,499.759,6384581.5
466.345,0.37017617,504.25534,6420909.0
460.56522,0.5221004,449.53827,6351820.0
453.55157,0.409618,494.6552,6370537.0
496.3254,0.50667864,413.5081,6389633.5
474.97055,0.4068444,483.19064,6363185.0
524.2327,0.40563977,460.8816,6352388.5
525.28674,0.69944936,457.0336,6348949.0
522.5826,0.46876836,413.8641,6362392.5
510.04764,0.4936448,405.79684,6386417.5
449.14825,0.44947463,483.6898,6360543.0
536.0488,0.6756491,462.12827,6347328.0
427.38928,0.37944663,517.0738,6386787.0
430.43182,0.501686,480.99945,6352109.5
511.2787,0.48297188,407.09952,6352838.5
480.3262,0.3122903,519.68274,6413881.0
490.60187,0.50726,421.33667,6383507.5
483.32867,0.37535942,491.74786,6365532.5
528.54987,0.46834973,401.89157,6350336.5
475.20975,0.3999782,485.3028,6353806.0
491.3005,0.43263054,466.81036,6382847.5
527.84235,0.39004126,467.32715,6358014.5
437.7342,0.5380997,475.11017,6394659.0
466.69394,0.41704136,484.70364,6376113.5
447.86584,0.40180954,499.80807,6387302.5
454.94342,0.40822533,492.52502,6345756.0
491.79517,0.42123467,469.47955,6351205.5
463.1993,0.38135096,497.7927,6347137.5
471.5283,0.43772426,475.88248,6377783.0
483.2938,0.48052478,448.7821,6348277.0
500.09695,0.38885456,479.01532,6375558.0
465.32288,0.41289395,485.55402,6349203.0
462.1396,0.40295112,490.66043,6347671.5
444.93442,0.42251602,494.23755,6363000.5
430.33478,0.40684938,506.9904,6352380.5
485.90503,0.38763502,485.11856,6356018.0
442.01596,0.43637714,490.84833,6352869.0
494.96747,0.42373934,467.33636,6361921.0
424.42374,0.38279542,515.6866,6362111.0
440.24454,0.37871912,509.33035,6377607.0
419.4421,0.39938673,514.161,6345880.0
461.25125,0.39882013,492.74356,6373152.5
510.15848,0.48047465,408.03284,6344724.0
564.2246,0.464899,332.9304,6354357.0
437.7272,0.37613314,510.97818,6349813.5
432.8063,0.4061874,505.18042,6347682.0
438.24356,0.41184947,501.06308,6366492.0
644.74506,0.4044528,349.26962,6422923.5
460.00623,0.39116383,497.22964,6364893.5
557.41455,0.46964377,332.1762,6353978.0
476.92432,0.3997686,485.41147,6381118.0
415.06183,0.38960132,518.132,6352477.5
434.18292,0.34776342,524.0385,6401927.0
538.47815,0.45461634,408.6499,6350346.5
447.32886,0.41045323,496.76483,6372087.5
602.0934,0.63590103,463.78543,6363817.5
554.4483,0.3985245,449.3372,6377270.5
450.8274,0.49424943,470.10934,6350541.5
538.71075,0.45410252,414.0221,6371979.0
542.1504,0.29447684,511.03622,6398967.5
409.5467,0.40982357,516.5814,6350355.0
464.44437,0.45002925,474.68024,6361581.5
444.17767,0.41476625,496.8133,6367082.5
436.93274,0.40039423,506.48297,6381827.0
509.65945,0.4921729,401.92346,6370930.5
493.4729,0.41507658,471.87933,6386505.0
477.6466,0.4775081,456.6207,6365154.0
479.55774,0.4296522,475.16602,6392325.0
459.6813,0.40893033,490.1536,6363736.0
444.79834,0.40498948,498.9453,6347286.5
489.33176,0.3999555,478.9257,6360528.0
486.72375,0.44289988,463.88306,6366609.5
530.1185,0.4640132,404.90955,6351851.5
463.89185,0.43437964,480.2373,6350777.0
601.1523,0.43071955,358.44464,6366582.5
423.5983,0.41316462,507.92532,6354896.5
544.13696,0.44309464,394.4418,6084055.0
456.91623,0.44030958,493.3175,6093229.5
502.64542,0.5620422,520.33923,6112332.5
460.27393,0.3624193,519.0569,6109577.0
488.6985,0.48239082,449.08908,6134036.5
505.64954,0.3670398,497.55905,6129889.5
441.57877,0.48081902,491.7508,6094200.0
492.02295,0.41558093,483.20496,6109352.5
438.18237,0.47227386,496.91403,6103887.5
476.12988,0.47087225,470.7056,6115758.0
458.02533,0.48039493,482.66635,6124613.0
470.2307,0.45430928,481.95267,6107746.0
506.3356,0.4267292,466.47574,6083937.0
398.80566,0.48354694,528.26794,6150335.0
481.5781,0.4343766,481.93442,6098675.5
486.66357,0.47891855,447.94214,6099095.5
485.51233,0.42685035,482.87305,6100721.5
457.32513,0.46913242,486.7449,6117718.0
425.88043,0.45356396,508.78802,6090637.0
447.9671,0.46919465,492.19412,6109699.0
495.67563,0.42488456,476.4044,6104891.5
506.06577,0.45515668,455.95163,6155551.5
505.0643,0.5947594,509.10147,6094522.0
400.76413,0.49450848,522.82477,6136137.5
509.0402,0.40893418,479.43442,6155786.0
479.19653,0.35855466,511.15732,6092281.0
504.6169,0.3177405,519.4647,6128044.5
466.83237,0.44777814,485.6993,6099869.0
507.46042,0.74092984,465.53226,6090516.0
457.1048,0.48653224,478.9463,6100676.0
486.9836,0.42054284,483.8892,6094402.5
539.53265,0.39713752,463.5721,6130403.5
454.39587,0.52434725,457.9098,6095843.5
476.61786,0.45036307,480.32925,6126888.5
477.1551,0.45383084,476.63037,6111226.5
476.12433,0.47131768,473.26157,6142921.0
444.52765,0.56353354,439.7729,6105843.0
493.76337,0.42780888,475.32285,6089184.0
537.4605,0.74452144,458.07635,6088875.0
452.39664,0.47114047,490.29465,6129295.0
474.3925,0.42382464,489.9477,6098964.5
541.03107,0.41685098,443.4609,6130372.0
466.69296,0.45767942,484.66153,6127033.5
455.05145,0.41515404,501.70572,6085869.0
512.4538,0.385094,485.60934,6101782.5
521.4563,0.40716326,471.13574,6134099.5
507.45435,0.7519492,463.1844,6089581.5
468.22293,0.45395282,483.55917,6104762.5
452.1644,0.48087755,485.38437,6098086.0
525.2134,0.44753277,422.50983,6088568.0
457.24167,0.47672072,483.3482,6111858.0
440.99017,0.48983324,491.4552,6101917.0
470.41205,0.45856863,480.3376,6118235.0
448.5083,0.4861404,485.981,6098126.5
460.9547,0.46565056,484.85077,6115334.5
557.0752,0.7112118,462.4962,6087118.0
418.494,0.47866002,509.7357,6107001.5
476.22147,0.4595794,473.9885,6098420.0
481.72427,0.49255028,452.19006,6148145.5
486.57617,0.4491771,476.72574,6156700.5
491.20212,0.41600615,484.60876,6106985.0
492.2492,0.39678827,492.37384,6130854.5
447.15347,0.4824063,488.9461,6105056.5
481.81577,0.44487762,476.38248,6093591.5
513.20593,0.71689177,469.8354,6096173.0
500.8006,0.3717264,495.4597,6086837.0
458.33957,0.47955778,480.417,6100179.0
499.65225,0.6253854,499.19876,6099029.0
501.99258,0.6157867,502.041,6099964.5
457.58963,0.4697078,485.46658,6114293.0
412.58096,0.4264601,524.25323,6089434.5
484.17508,0.449424,473.0755,6110899.5
452.38907,0.4681311,489.57928,6115642.5
492.09103,0.63959837,496.06146,6101592.5
476.1876,0.3937501,499.40723,6089757.0
492.20154,0.46290478,454.25653,6098230.5
489.3038,0.38749656,495.83072,6115075.0
466.6438,0.4625624,479.5678,6087068.5
506.946,0.61455137,501.35785,6086560.5
502.60355,0.4359669,464.35092,6106301.0
495.41928,0.46574077,452.8776,6128212.5
501.81946,0.456334,452.993,6130787.5
495.6961,0.3960132,489.53336,6108126.5
460.97867,0.5144277,456.9601,6113201.5
401.5554,0.44737703,527.0549,6096966.5
464.4287,0.4830265,474.10056,6108983.5
474.045,0.46109766,472.96866,6088317.5
475.97827,0.46091518,473.69788,6102104.5
526.4445,0.7192012,466.63803,6104521.5
413.18793,0.40732938,530.96387,6122914.5
519.2243,0.4597253,415.7949,6086665.0
426.3872,0.5277891,510.40518,6139238.0
414.4335,0.516753,519.768,6158270.5
479.06668,0.40759477,492.98254,6088319.5
508.29376,0.6075384,503.93594,6093775.5
490.53595,0.41843402,481.90796,6086868.5
447.7802,0.47399804,489.45093,6096543.0
459.0207,0.48731658,479.6893,6127011.5
461.40988,0.36527094,517.5758,6108692.0
455.8432,0.44773474,491.73184,6086735.0
431.87448,0.522009,502.54172,6150132.0
533.2483,0.40493762,464.1529,6138470.5
464.81662,0.4180866,496.23712,6090937.5
465.42014,0.46619695,478.79956,6087030.0
459.71298,0.4700657,483.78793,6113618.0
466.2058,0.40918076,498.67877,6090281.0
530.05255,0.42193463,454.48218,6149822.5
490.82193,0.45530978,468.5954,6153584.0
456.8618,0.47004935,484.71677,6097621.0
403.13623,0.47755247,525.051,6140523.5
440.9778,0.371485,525.1232,6110678.5
537.8627,0.6385619,486.53363,6087346.0
429.15533,0.4771145,500.6512,6088594.0
544.0703,0.6174769,491.71432,6090509.5
447.77695,0.54941607,447.49634,6102684.5
563.4667,0.78002053,443.62158,6091846.0
505.2155,0.39713022,486.57056,6147541.5
498.81937,0.39414912,489.16284,6125096.0
479.5652,0.49582353,449.62894,6136098.0
468.18423,0.47907457,477.01984,6145663.5
534.26263,0.72783524,463.24893,6089963.5
509.50232,0.3914482,486.42078,6150604.0
454.90347,0.4833443,480.63245,6084341.5
502.10678,0.448369,462.86884,6150073.0
478.0207,0.4312087,485.0832,6099576.5
457.2208,0.471923,485.53333,6120571.5
526.35986,0.6915541,473.74673,6105168.5
513.7633,0.7542001,461.10126,6098050.5
474.86795,0.4902437,462.25903,6143411.5
489.56833,0.4551723,468.7156,6142851.0
482.53116,0.37292764,504.98428,6114046.5
470.9708,0.5026586,456.49023,6130539.5
494.9269,0.43897423,470.4235,6118966.0
476.57343,0.40649378,494.7792,6094836.0
464.38254,0.5047766,458.82446,6103064.5
457.89883,0.49517277,478.68512,6123411.0
416.00027,0.40921214,526.6776,6085238.0
408.36716,0.42192248,528.24316,6098390.5
473.25693,0.46194968,475.59296,6097247.0
439.04468,0.4805338,494.70413,6105344.5
489.4582,0.46338913,459.03412,6106991.0
421.3115,0.4608058,511.08276,6098543.0
473.1011,0.46062297,474.50766,6092613.5
400.27203,0.45720583,525.755,6096590.0
494.07132,0.44033206,470.05603,6100851.0
513.5377,0.37816915,489.16733,6123665.0
458.3188,0.5217179,455.14313,6111488.0
518.77014,0.80274934,450.27222,6111377.5
515.43823,0.45945,423.96643,6086459.5
483.6272,0.41648164,489.45694,6138803.5
450.36465,0.4832291,488.35062,6119093.0
505.9877,0.45361647,449.03497,6112190.5
505.312,0.58685344,511.6938,6111784.0
513.55426,0.63745785,491.8948,6084969.0
480.03912,0.45044598,475.57025,6101432.5
463.3993,0.4891249,473.15103,6109528.5
453.2678,0.54761076,446.59195,6123409.0
485.20026,0.42392978,483.44925,6087167.0
431.64148,0.38821557,523.48663,6084371.0
480.23575,0.44935194,474.71246,6088930.0
502.17758,0.4735981,431.17712,6100486.5
494.64816,0.41678673,481.0105,6094397.0
507.2459,0.40897307,475.49023,6092058.0
561.3191,0.6909302,467.16016,6099605.5
522.8862,0.4245659,452.3193,6096693.5
503.39572,0.5944641,509.43552,6103660.0
510.65747,0.3586323,498.12936,6118502.5
492.60483,0.42039353,480.46307,6099189.0
506.48672,0.4522083,453.9068,6142798.5
486.39728,0.46911353,459.85675,6127893.5
457.63574,0.4677485,485.5128,6105771.5
496.48434,0.38853535,490.81265,6088875.0
491.8882,0.4203809,481.9198,6117516.5
471.4418,0.48495218,466.53937,6118560.0
469.70984,0.4475799,482.67694,6084984.0
496.65018,0.42525345,474.98227,6095002.0
447.62662,0.490574,486.56488,6105555.5
414.28146,0.4724716,513.73566,6099099.0
452.22464,0.5265775,491.2092,6142670.0
452.06088,0.48873264,481.31464,6088907.5
426.86432,0.38080686,531.4327,6138992.5
449.4908,0.57078946,440.60007,6135482.5
512.00726,0.43521458,458.78378,6120103.5
524.61975,0.44691268,432.7518,6115105.0
444.99582,0.5002392,488.36182,6125844.5
514.86816,0.4654204,415.80093,6089953.0
461.41296,0.4755626,478.58258,6085667.5
418.19354,0.67047036,502.0211,6112891.0
535.6444,0.8229098,441.20453,6104709.0
521.83716,0.36384252,490.51474,6105174.0
491.4341,0.49242103,434.56305,6125381.5
522.5178,0.45715132,425.71317,6119696.5
438.37454,0.46180218,499.22607,6095473.0
474.77295,0.490555,456.72818,6113687.5
476.54407,0.4931617,454.58554,6127079.0
462.52487,0.48036295,476.0406,6099637.5
454.08673,0.47599804,487.57376,6127896.5
451.8198,0.4715141,489.8458,6127176.0
437.86853,0.35573873,534.0017,6144910.5
472.4601,0.45410544,479.0451,6094246.5
471.79047,0.49219254,461.57184,6122645.5
463.40933,0.42802694,493.91656,6089873.5
465.873,0.45770574,483.53043,6099506.5
398.3092,0.4523713,531.0673,6121312.5
608.0056,0.52186227,512.0229,6090382.0
455.46698,0.69788194,486.9701,6083722.0
507.32434,0.44713345,461.53357,6161248.0
494.27432,0.3810152,495.75952,6095042.0
484.21436,0.42435288,482.74332,6088970.0
446.98294,0.45621407,494.71976,6085602.5
523.97125,0.7086064,469.9702,6093484.0
510.60016,0.43320927,458.27158,6094748.0
479.31888,0.48175353,461.93448,6139840.0
461.1993,0.49692467,469.8557,6100727.5
468.88046,0.4884958,472.7626,6148873.5
443.7896,0.47872102,493.05304,6112915.5
479.78067,0.45192462,474.29913,6095829.5
463.46933,0.4416774,488.9376,6094959.0
447.43887,0.47221595,492.2245,6113034.5
491.58328,0.37262583,501.06232,6122540.5
489.2797,0.77596915,462.57523,6095640.5
421.9143,0.5293522,511.8302,6138763.0
502.88864,0.4309402,466.18942,6091097.0
403.22696,0.46730754,523.7705,6121129.5
485.673,0.47028083,457.88214,6108229.5
485.29147,0.41635984,486.61255,6088840.0
450.83066,0.4476719,495.1883,6093214.0
431.7631,0.38747662,524.06116,6089709.5
505.16882,0.41768697,478.2185,6150216.0
433.38766,0.384823,523.42487,6086780.0
461.06796,0.47775468,479.94302,6110020.5
574.5191,0.44439754,335.7797,6101352.0
470.31067,0.3769576,508.63336,6090131.5
475.5274,0.49921912,446.74774,6106191.5
455.7872,0.6956532,487.27612,6088742.0
476.48688,0.37473592,506.26654,6094471.0
461.18182,0.49276307,471.8965,6099279.5
481.82315,0.4381611,482.03903,6118622.0
492.46426,0.45303398,464.9023,6122228.0
498.6187,0.41628918,479.41153,6100987.0
499.85483,0.34639254,506.88593,6098987.5
526.0636,0.4252185,451.44266,6114165.0
470.9331,0.4584236,478.41177,6099010.0
445.9961,0.4725244,492.10245,6099207.5
455.85724,0.485042,480.26547,6099052.5
464.3773,0.48590368,473.89468,6111032.0
494.77023,0.47092625,452.17102,6138830.5
446.42844,0.42304015,504.26474,6088294.5
487.0956,0.6858416,482.76462,6088691.0
533.8167,0.3749865,478.6969,6098910.5
468.3894,0.4135985,496.45248,6095395.0
449.32114,0.5644997,440.26947,6128258.0
445.16638,0.5596336,443.37396,6109334.5
467.5885,0.4525847,486.28635,6139793.0
495.91116,0.46104145,450.84714,6091950.0
516.87823,0.4464089,441.55103,6105008.5
408.84705,0.42386675,527.58167,6093586.0
442.14194,0.38506007,519.29395,6098958.5
465.523,0.50247973,458.30484,6103317.5
463.92648,0.51485133,452.82678,6118878.0
411.4641,0.46946785,517.2146,6112993.5
468.7622,0.442471,487.91586,6119415.5
422.9715,0.4732308,506.44147,6089015.0
474.20343,0.6988691,482.27994,6090859.5
520.02795,0.45672667,433.91174,6136781.5
445.30222,0.47403166,492.91388,6111904.5
491.10028,0.3885505,494.42386,6095078.0
538.5092,0.71846676,464.7827,6090311.0
423.02924,0.48268697,506.36053,6102604.0
491.2304,0.43893534,472.14035,6091431.5
508.53708,0.600515,505.74258,6097955.5
516.15125,0.40649465,471.22528,6095253.0
489.4769,0.3781146,498.8361,6087938.5
453.77377,0.44172737,495.2801,6102802.5
407.1646,0.5141532,518.4506,6134484.5
478.67194,0.41370317,490.7135,6097976.0
515.0352,0.43126732,456.4399,6108609.5
471.16064,0.45676285,480.88864,6119791.0
459.33072,0.32748628,535.0242,6144856.5
432.0059,0.46865025,500.83423,6084671.5
455.67505,0.45918357,488.04132,6093087.0
438.10315,0.48555246,493.96155,6090524.5
421.88162,0.46464166,509.77853,6096349.5
469.37912,0.4250743,490.81534,6088983.0
409.96042,0.4959232,514.11804,6116874.0
422.75763,0.48046002,505.69003,6094586.5
456.28683,0.48835588,477.69113,6086752.5
422.52173,0.46958575,507.06506,6085292.5
445.15115,0.4638727,494.0503,6093280.5
523.7118,0.39543134,475.28806,6123787.5
515.0298,0.7225128,468.17203,6093064.0
441.4097,0.47966152,493.88376,6112705.5
493.82352,0.41044888,483.77533,6087299.5
539.93823,0.70598394,467.8571,6097299.5
516.88495,0.73620105,464.49973,6097855.0
467.4854,0.4965884,462.08502,6107547.0
466.4381,0.4853129,468.87595,6089322.0
446.32175,0.45099166,496.91205,6098463.5
499.07227,0.44825304,461.1956,6113999.0
479.78165,0.42643028,486.97473,6121720.0
447.76822,0.5204043,487.57568,6148976.5
402.84064,0.47269586,526.29083,6153284.0
460.11615,0.48740694,474.12036,6090796.5
480.81177,0.35787505,512.14056,6127349.5
476.4539,0.45563164,474.69995,6090005.0
461.6659,0.48015866,482.11636,6150712.0
501.14008,0.34500486,507.61807,6110649.5
505.8267,0.42342937,470.0774,6097833.0
473.17078,0.4647687,473.31793,6089668.5
499.51645,0.39454752,489.1242,6112930.0
482.09326,0.40893203,490.37125,6091184.5
473.6319,0.47233093,473.46683,6136883.5
521.07404,0.42710057,456.7954,6118117.0
499.29346,0.4492982,461.4531,6117120.0
487.32245,0.4749878,460.04193,6159916.5
444.1091,0.48573226,490.2792,6111770.0
471.35373,0.5001865,455.0948,6117448.0
498.91406,0.38456115,494.0545,6141660.5
479.94528,0.4546211,476.14243,6127207.0
510.7487,0.35280874,499.30417,6087153.0
456.95068,0.51810396,459.2,6097476.5
507.07675,0.60865766,503.70782,6106176.5
428.24805,0.53500396,509.74936,6104993.0
477.9937,0.44607705,480.8588,6126535.0
498.22824,0.44264224,467.33154,6118503.0
491.98248,0.35090503,509.03473,6102032.5
447.22327,0.48221847,488.59784,6107731.0
406.5056,0.42490327,529.5516,6109954.5
466.02805,0.38100237,508.83102,6091655.0
453.94995,0.5447998,445.36475,6121642.0
508.37726,0.38108686,488.30496,6093361.5
524.3083,0.61609477,496.69037,6087620.5
451.4354,0.45635054,491.05447,6086076.0
471.02567,0.47094464,474.05783,6108036.0
504.46747,0.6381594,493.86398,6096901.0
461.32608,0.55466884,448.78677,6146815.5
467.45032,0.47068444,481.88538,6147359.5
464.86362,0.49801755,464.056,6105827.0
462.04666,0.4797679,477.88043,6107334.5
460.85873,0.4603475,485.804,6099955.0
460.85156,0.4723967,481.68582,6101368.5
411.4842,0.5016972,513.6268,6105189.5
467.2762,0.5274087,462.69232,6152985.5
468.72778,0.45676598,483.65625,6122172.0
515.7884,0.46543768,414.93127,6090321.5
504.69565,0.4400469,464.32538,6131317.0
506.10242,0.62904954,496.5383,6092233.5
475.3014,0.42252895,490.28452,6102227.5
516.62274,0.42476,462.9847,6119221.5
537.63824,0.70481265,468.56732,6096972.0
499.24286,0.42069235,475.27127,6087414.0
515.9024,0.5559471,519.60974,6085995.5
448.2009,0.47779527,490.7937,6118482.0
464.58026,0.4715099,478.29846,6096303.0
518.9424,0.5460219,522.3929,6087055.0
498.46326,0.4330278,470.43997,6099704.0
478.83765,0.4128398,491.74207,6101795.5
509.42175,0.3347878,507.66367,6099545.5
532.04877,0.7153048,466.59152,6105906.5
494.56177,0.45271817,461.26627,6104374.0
489.4455,0.4123948,486.99448,6107173.0
533.2928,0.6115921,495.96558,6098120.5
476.9138,0.79048866,463.28122,6101556.0
528.7168,0.6903231,473.96637,6092319.5
515.26886,0.4251419,460.9181,6094251.5
510.88785,0.7824926,455.83975,6098857.5
525.76733,0.40857127,461.92517,6089243.5
441.98752,0.48200732,491.34042,6092402.5
457.60425,0.51181453,462.5221,6089213.0
412.5134,0.40168646,534.78656,6139777.5
497.65567,0.35251024,506.62927,6123949.0
472.25577,0.4876241,461.36896,6111700.0
534.1601,0.8231425,441.7935,6101357.0
559.10815,0.72377884,458.09613,6107799.0
469.99234,0.4162321,494.275,6084833.5
472.66687,0.7841982,465.55435,6093318.0
462.58505,0.36303827,517.68384,6094630.0
469.90524,0.3814463,507.30518,6106138.5
465.64584,0.4316198,490.44843,6091902.5
492.73358,0.40352678,489.45514,6127412.5
483.36392,0.40331003,491.8846,6094576.0
490.65253,0.4133299,485.25415,6104065.5
518.87354,0.46212244,418.73184,6100781.0
532.1708,0.42798167,439.1504,6103204.0
408.39505,0.44608516,522.48627,6092886.5
487.8407,0.40016618,491.60168,6092686.0
491.46725,0.4312478,476.09412,6093845.0
499.04932,0.37223417,496.42227,6094647.5
458.37054,0.539257,453.64453,6130207.5
456.57178,0.47308728,484.817,6099445.5
508.67258,0.38670996,487.84064,6126834.0
453.46072,0.43717057,495.88974,6089670.0
507.92303,0.6146021,501.22134,6094697.5
481.4589,0.36076632,510.30783,6111338.0
505.28394,0.42327428,469.41565,6098051.0
478.26474,0.39921927,496.0664,6087400.5
521.139,0.38942227,480.1077,6130121.0
486.3538,0.43779072,476.43262,6090060.5
490.7579,0.42770088,479.96213,6119420.5
485.21234,0.4470514,473.69687,6110527.5
467.97028,0.47542593,471.39,6084853.0
490.7309,0.36890924,502.4563,6105709.5
443.87607,0.47228044,492.8837,6099322.0
501.24344,0.4794545,432.4887,6123248.5
514.6504,0.35747427,496.2496,6096968.0
519.64404,0.4485974,432.46655,6091649.0
498.89035,0.44345993,463.59222,6107099.0
442.64566,0.55891955,444.92908,6092396.5
453.7878,0.4798132,484.9893,6113461.5
474.37823,0.4594025,475.59732,6093077.5
448.2494,0.56352365,442.15518,6122381.0
506.27673,0.44497144,458.70236,6126545.5
474.54614,0.4064455,495.75366,6088608.5
430.46698,0.5128809,473.51205,6686093.5
465.24124,0.41860026,481.00385,6723911.5
452.72894,0.5383746,452.10776,6695098.0
424.78415,0.41356915,501.1418,6690800.0
461.21466,0.38844463,492.60312,6707625.5
540.74146,0.27295053,505.48956,6703085.5
437.03748,0.51012075,470.2778,6693781.0
380.97375,0.54411703,497.76273,6707969.5
453.1218,0.43694514,480.5047,6691298.0
466.7671,0.46393877,466.60693,6712222.0
443.37152,0.51852036,463.0144,6692539.0
476.2348,0.49469623,449.88586,6691256.0
477.25867,0.49191034,449.9911,6691492.0
507.52524,0.41567957,463.75827,6734915.5
436.72702,0.50437534,472.65607,6710536.5
457.33075,0.44811285,475.41968,6698114.0
407.41168,0.528157,487.12936,6710731.0
426.41702,0.5025044,479.82376,6699261.5
452.56894,0.44479784,478.30536,6702580.0
513.5164,0.48853135,424.70023,6691712.0
429.96927,0.5007013,477.07962,6699734.0
452.2199,0.43842962,480.5736,6689778.0
386.35156,0.5499233,493.94492,6684379.5
445.4436,0.53434557,457.71533,6693982.0
419.17017,0.5170806,482.60156,6687682.0
432.37967,0.4973594,476.50162,6687301.0
425.334,0.49809942,480.24435,6683895.0
438.97098,0.42565948,490.49728,6702973.5
450.3213,0.44678557,478.66098,6694340.0
496.90762,0.48072684,440.84415,6694720.5
446.92374,0.5223909,459.90198,6699145.0
446.8495,0.406424,492.76434,6689581.5
501.2706,0.41875672,464.46274,6713377.5
538.0079,0.4547658,428.96933,6709315.0
519.68805,0.4620514,436.1836,6708334.0
427.99457,0.50768995,477.13336,6685298.0
440.8675,0.41098624,494.9892,6730746.0
439.27698,0.53443193,462.18362,6690698.5
408.40027,0.54067695,482.68277,6685499.0
434.82477,0.41717127,494.74847,6696955.0
410.95938,0.41960815,507.54532,6688581.0
473.25467,0.47632548,458.9205,6698431.0
449.32935,0.5464695,455.8801,6708221.0
450.16684,0.435383,483.15088,6722270.0
396.20834,0.54582006,488.09033,6690311.0
477.28473,0.3616977,494.50034,6703955.5
450.9224,0.47999457,468.12213,6693673.5
424.6644,0.4972795,480.96967,6688283.5
417.8509,0.51686597,483.99225,6726584.0
559.36316,0.4583712,404.93707,6701610.5
401.37143,0.54961956,483.97455,6686222.5
455.2692,0.5460042,447.94498,6697264.5
440.44937,0.5310883,464.2243,6699671.0
520.50836,0.7210751,439.7589,6690157.0
453.9268,0.5497163,450.4322,6711413.5
496.8938,0.36043337,487.39273,6701889.0
496.5894,0.46720475,447.1538,6698665.0
413.10492,0.5302601,481.15826,6684830.0
452.02585,0.41243386,488.1628,6689568.0
426.6226,0.49524656,480.86264,6714345.0
460.37256,0.5771725,431.13162,6701123.5
505.62085,0.45778587,445.09756,6690632.5
517.9055,0.38426587,470.20016,6691072.0
525.07935,0.49511105,409.54095,6711984.0
406.57895,0.5425355,482.4068,6694817.5
468.40872,0.48486802,457.90082,6689658.0
455.81805,0.40998417,486.98297,6696166.0
518.7683,0.4870771,419.93143,6690626.0
444.84875,0.54024094,458.26093,6701636.0
476.43008,0.35879982,495.8229,6703183.0
545.56256,0.36908895,463.3396,6696021.0
463.8979,0.45627272,469.52463,6693279.5
443.66525,0.41382444,491.92374,6691967.0
388.9082,0.5497283,492.30365,6692049.0
441.5203,0.43245742,487.81525,6706981.0
427.7557,0.42796403,495.91132,6709803.5
528.0021,0.38259256,466.2791,6694072.5
437.35086,0.5095626,469.38644,6693964.5
463.2062,0.53156143,444.84204,6687857.0
455.11188,0.44786674,476.82904,6708753.0
461.23346,0.51109564,452.2676,6686910.0
408.56647,0.53451747,483.03604,6686182.0
518.1678,0.34293792,486.3175,6695107.5
460.77902,0.39243203,491.83734,6728808.0
522.8699,0.48322916,424.05563,6719036.5
430.43967,0.422731,496.06613,6722268.0
452.51373,0.5166028,456.64844,6683647.0
438.8225,0.4152817,493.74603,6702941.5
475.83392,0.40554786,481.06436,6730024.0
434.25235,0.51339793,471.8438,6695553.0
444.64328,0.4195596,489.87238,6720696.0
475.01297,0.39930055,482.48416,6698506.0
437.61847,0.41666955,493.92474,6689205.5
446.39578,0.53550017,457.30103,6693783.5
442.5967,0.53767,462.52838,6703334.0
524.3764,0.49120876,411.29047,6701741.0
477.70996,0.3718265,490.49976,6699335.5
432.394,0.42351642,494.61462,6718867.0
449.48746,0.3939928,495.25516,6710255.5
516.6584,0.4980858,415.36307,6707179.0
442.68912,0.4543904,480.81744,6697929.5
504.208,0.43666416,455.5531,6693479.0
528.6267,0.49347115,405.81885,6709060.0
456.71033,0.41563752,485.5934,6720879.5
411.31177,0.5400881,481.48022,6710066.0
472.96887,0.39916533,484.0165,6734602.0
446.29947,0.5451709,454.71445,6702439.5
455.4995,0.4299367,481.56293,6697591.5
441.21185,0.5250516,462.75842,6686279.0
446.71466,0.44824114,480.43704,6689781.0
548.28436,0.47135037,406.5356,6713116.0
459.57196,0.43238157,478.82135,6697493.5
463.56512,0.47235173,464.35358,6711590.5
421.5689,0.5070758,481.76526,6696818.5
539.0893,0.4351339,437.69543,6699267.0
441.6608,0.40471926,495.4283,6690882.5
554.94403,0.44865596,419.10263,6693992.0
497.33987,0.49170727,436.26776,6701101.0
491.03616,0.4729362,447.8669,6706769.0
544.89014,0.32857153,482.0654,6707852.0
427.3969,0.49682674,479.7805,6686384.5
441.3593,0.4734529,476.681,6699824.0
439.01144,0.54144794,461.12,6689290.5
460.5318,0.40716183,485.84515,6693425.0
447.30573,0.41640946,489.37796,6693306.5
517.6044,0.4454153,444.4517,6700087.5
